"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"600","Heracleum sphondylii","Heracleum","","sphondylii",NA,NA,"","","kew-2846164",TRUE,"1.1","Accepted","Apiaceae","Heracleum","","sphondylium","","","L.","kew-2846164","Accepted",TRUE,FALSE,FALSE,2023-06-15
"601","Populus tremulae","Populus","","tremulae",NA,NA,"","","kew-5000217",TRUE,"1.1","Accepted","Salicaceae","Populus","","tremula","","","L.","kew-5000217","Accepted",TRUE,FALSE,FALSE,2023-06-15
"602","Galium cruciati","Galium","","cruciati",NA,NA,"","","kew-86149",TRUE,"1.1","Synonym","Rubiaceae","Cruciata","","laevipes","","","Opiz","kew-51752","Accepted",TRUE,FALSE,FALSE,2023-06-15
"603","Geum urbani","Geum","","urbani",NA,NA,"","","rjp-573",TRUE,"1.1","Accepted","Rosaceae","Geum","","urbanum","","","L.","rjp-573","Accepted",TRUE,FALSE,FALSE,2023-06-15
"604","Triticum sativi","Triticum","","sativi",NA,NA,"","","kew-448997",TRUE,"1.1","Synonym","Poaceae","Triticum","","aestivum","","","L.","kew-448365","Accepted",TRUE,FALSE,FALSE,2023-06-15
"605","Ligusticum levistici","Ligusticum","","levistici",NA,NA,"","","kew-2344137",TRUE,"1.1","Synonym","Apiaceae","Levisticum","","officinale","","","W.D.J.Koch","kew-2341672","Accepted",TRUE,FALSE,FALSE,2023-06-15
"606","Impatiens pallidae","Impatiens","","pallidae",NA,NA,"","","tro-3100027",TRUE,"1.1","Accepted","Balsaminaceae","Impatiens","","pallida","","","Nutt.","tro-3100027","Accepted",TRUE,FALSE,FALSE,2023-06-15
"607","Salex pentandrae","Salex","","pentandrae",NA,NA,"","","kew-5000982",TRUE,"1.1","Accepted","Salicaceae","Salix","","pentandra","","","L.","kew-5000982","Accepted",TRUE,FALSE,FALSE,2023-06-15
"608","Penstemon gracilis","Penstemon","","gracilis",NA,NA,"","","kew-2550854",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","gracilis","","","Nutt.","kew-2550854","Accepted",FALSE,FALSE,FALSE,2023-06-15
"609","Prunus serotinae","Prunus","","serotinae",NA,NA,"","","rjp-256",TRUE,"1.1","Accepted","Rosaceae","Prunus","","serotina","","","Ehrh.","rjp-256","Accepted",TRUE,FALSE,FALSE,2023-06-15
"610","Fraxinus americani","Fraxinus","","americani",NA,NA,"","","kew-369468",TRUE,"1.1","Accepted","Oleaceae","Fraxinus","","americana","","","L.","kew-369468","Accepted",TRUE,FALSE,FALSE,2023-06-15
"611","Juncus bufonii","Juncus","","bufonii",NA,NA,"","","kew-314576",TRUE,"1.1","Accepted","Juncaceae","Juncus","","bufonius","","","L.","kew-314576","Accepted",TRUE,FALSE,FALSE,2023-06-15
"612","Impatiens fulvae","Impatiens","","fulvae",NA,NA,"","","kew-2862507",TRUE,"1.1","Unresolved","Balsaminaceae","Impatiens","","fulva","","","Nutt.","kew-2862507","Unresolved",TRUE,FALSE,FALSE,2023-06-15
"613","Salex capreae","Salex","","capreae",NA,NA,"","","kew-5001859",TRUE,"1.1","Accepted","Salicaceae","Salix","","caprea","","","L.","kew-5001859","Accepted",TRUE,FALSE,FALSE,2023-06-15
"614","Ononis spinosae","Ononis","","spinosae",NA,NA,"","","ild-29429",TRUE,"1.1","Accepted","Leguminosae","Ononis","","spinosa","","","L.","ild-29429","Accepted",TRUE,FALSE,FALSE,2023-06-15
"615","Carex digitata","Carex","","digitata",NA,NA,"","","kew-225999",TRUE,"1.1","Accepted","Cyperaceae","Carex","","digitata","","","L.","kew-225999","Accepted",FALSE,FALSE,FALSE,2023-06-15
"616","Carex digitatae","Carex","","digitatae",NA,NA,"","","kew-225999",TRUE,"1.1","Accepted","Cyperaceae","Carex","","digitata","","","L.","kew-225999","Accepted",TRUE,FALSE,FALSE,2023-06-15
"617","Populus tremulae","Populus","","tremulae",NA,NA,"","","kew-5000217",TRUE,"1.1","Accepted","Salicaceae","Populus","","tremula","","","L.","kew-5000217","Accepted",TRUE,FALSE,FALSE,2023-06-15
"618","Senecio sylvatici","Senecio","","sylvatici",NA,NA,"","","gcc-139882",TRUE,"1.1","Accepted","Compositae","Senecio","","sylvaticus","","","L.","gcc-139882","Accepted",TRUE,FALSE,FALSE,2023-06-15
"619","Abies balsameae","Abies","","balsameae",NA,NA,"","","kew-2609719",TRUE,"1.1","Accepted","Pinaceae","Abies","","balsamea","","","(L.) Mill.","kew-2609719","Accepted",TRUE,FALSE,FALSE,2023-06-15
"620","Juniperus communis","Juniperus","","communis",NA,NA,"","","kew-2332579",TRUE,"1.1","Accepted","Cupressaceae","Juniperus","","communis","","","L.","kew-2332579","Accepted",FALSE,FALSE,FALSE,2023-06-15
"621","Triticum glauci","Triticum","","glauci",NA,NA,"","","kew-448690",TRUE,"1.1","Synonym","Poaceae","Elymus","","repens","","","(L.) Gould","kew-411505","Accepted",TRUE,FALSE,FALSE,2023-06-15
"622","Agrostis vulgaris","Agrostis","","vulgaris",NA,NA,"","","kew-390662",TRUE,"1.1","Synonym","Poaceae","Agrostis","","capillaris","","","L.","kew-387729","Accepted",FALSE,FALSE,FALSE,2023-06-15
"623","Triticum vulgaris","Triticum","","vulgaris",NA,NA,"","","kew-449183",TRUE,"1.1","Synonym","Poaceae","Triticum","","aestivum","","","L.","kew-448365","Accepted",TRUE,FALSE,FALSE,2023-06-15
"624","Agropyron intermedium","Agropyron","","intermedium",NA,NA,"","","tro-25500986",TRUE,"1.1","Synonym","Poaceae","Elymus","","hispidus","","","(Opiz) Melderis","kew-411219","Accepted",FALSE,FALSE,FALSE,2023-06-15
"625","Rubus trivialis","Rubus","","trivialis",NA,NA,"","","rjp-4264",TRUE,"1.1","Accepted","Rosaceae","Rubus","","trivialis","","","Michx.","rjp-4264","Accepted",FALSE,FALSE,FALSE,2023-06-15
"626","Desmodium dillenii","Desmodium","","dillenii",NA,NA,"","","ild-16567",TRUE,"1.1","Accepted","Leguminosae","Desmodium","","dillenii","","","Darl.","ild-16567","Accepted",FALSE,FALSE,FALSE,2023-06-15
"627","Carex paniceae","Carex","","paniceae",NA,NA,"","","kew-229462",TRUE,"1.1","Accepted","Cyperaceae","Carex","","panicea","","","L.","kew-229462","Accepted",TRUE,FALSE,FALSE,2023-06-15
"628","Polygonum lapathifolia","Polygonum","","lapathifolia",NA,NA,"","","kew-2575265",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","lapathifolia","","","(L.) Delarbre","kew-2572508","Accepted",TRUE,FALSE,FALSE,2023-06-15
"629","Polygonum lapathifolia","Polygonum","","lapathifolia",NA,NA,"","","kew-2575265",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","lapathifolia","","","(L.) Delarbre","kew-2572508","Accepted",TRUE,FALSE,FALSE,2023-06-15
"630","Polygonum erecti","Polygonum","","erecti",NA,NA,"","","tro-26000074",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","erectum","","","L.","tro-26000074","Accepted",TRUE,FALSE,FALSE,2023-06-15
"631","Polygonum punctati","Polygonum","","punctati",NA,NA,"","","kew-2573738",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","punctata","","","(Elliott) Small","kew-2572317","Accepted",TRUE,FALSE,FALSE,2023-06-15
"632","Salex fragilis","Salex","","fragilis",NA,NA,"","","kew-5000690",TRUE,"1.1","Unresolved","Salicaceae","Salix","","fragilis","","","Forssk.","kew-5000690","Unresolved",TRUE,FALSE,FALSE,2023-06-15
"633","Aconitum lycoctoni","Aconitum","","lycoctoni",NA,NA,"","","kew-2619019",TRUE,"1.1","Accepted","Ranunculaceae","Aconitum","","lycoctonum","","","L.","kew-2619019","Accepted",TRUE,FALSE,FALSE,2023-06-15
"634","Plantago virginica","Plantago","","virginica",NA,NA,"","","tro-25200204",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","virginica","","","L.","tro-25200204","Accepted",FALSE,FALSE,FALSE,2023-06-15
"635","Carex strictae","Carex","","strictae",NA,NA,"","","kew-231239",TRUE,"1.1","Accepted","Cyperaceae","Carex","","stricta","","","Lam.","kew-231239","Accepted",TRUE,FALSE,FALSE,2023-06-15
"636","Trifolium arvensis","Trifolium","","arvensis",NA,NA,"","","ild-8046",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","arvense","","","L.","ild-8046","Accepted",TRUE,FALSE,FALSE,2023-06-15
"637","Hordeum distichi","Hordeum","","distichi",NA,NA,"","","kew-419290",TRUE,"1.1","Accepted","Poaceae","Hordeum","","distichon","","","L.","kew-419290","Accepted",TRUE,FALSE,FALSE,2023-06-15
"638","Juncus baltici","Juncus","","baltici",NA,NA,"","","kew-314486",TRUE,"1.1","Accepted","Juncaceae","Juncus","","balticus","","","Willd.","kew-314486","Accepted",TRUE,FALSE,FALSE,2023-06-15
"639","Cytisum laburni","Cytisum","","laburni",NA,NA,"","","ild-9844",TRUE,"1.1","Synonym","Leguminosae","Laburnum","","anagyroides","","","Medik.","ild-8863","Accepted",TRUE,FALSE,FALSE,2023-06-15
"640","Orobus tuberosi","Orobus","","tuberosi",NA,NA,"","","ild-29410",TRUE,"1.1","Synonym","Leguminosae","Lathyrus","","linifolius","","","(Reichard) Bassler","ild-7763","Accepted",TRUE,FALSE,FALSE,2023-06-15
"641","Orobus verni","Orobus","","verni",NA,NA,"","","ild-9871",TRUE,"1.1","Synonym","Leguminosae","Lathyrus","","vernus","","","(L.) Bernh.","ild-8891","Accepted",TRUE,FALSE,FALSE,2023-06-15
"642","Trifolium montani","Trifolium","","montani",NA,NA,"","","ild-8106",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","montanum","","","L.","ild-8106","Accepted",TRUE,FALSE,FALSE,2023-06-15
"643","Rumex scutati","Rumex","","scutati",NA,NA,"","","kew-2424805",TRUE,"1.1","Accepted","Polygonaceae","Rumex","","scutatus","","","L.","kew-2424805","Accepted",TRUE,FALSE,FALSE,2023-06-15
"644","Polygonum dumetorum","Polygonum","","dumetorum",NA,NA,"","","kew-2574412",TRUE,"1.1","Synonym","Polygonaceae","Fallopia","","dumetorum","","","(L.) Holub","kew-2807641","Accepted",FALSE,FALSE,FALSE,2023-06-15
"645","Polygonum bistortae","Polygonum","","bistortae",NA,NA,"","","kew-2574619",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","bistorta","","","(L.) Samp.","kew-2571994","Accepted",TRUE,FALSE,FALSE,2023-06-15
"646","Bromus macrostachyos","Bromus","","macrostachyos",NA,NA,"","","kew-401382",TRUE,"1.1","Synonym","Poaceae","Bromus","","lanceolatus","","","Roth","kew-401318","Accepted",TRUE,FALSE,FALSE,2023-06-15
"647","Polygonum sagittati","Polygonum","","sagittati",NA,NA,"","","kew-2573849",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","sagittata","","","(L.) H.Gross","kew-2572298","Accepted",TRUE,FALSE,FALSE,2023-06-15
"648","Elymus canadensis","Elymus","","canadensis",NA,NA,"","","kew-410973",TRUE,"1.1","Accepted","Poaceae","Elymus","","canadensis","","","L.","kew-410973","Accepted",FALSE,FALSE,FALSE,2023-06-15
"649","Elymus arenarii","Elymus","","arenarii",NA,NA,"","","kew-410892",TRUE,"1.1","Synonym","Poaceae","Leymus","","arenarius","","","(L.) Hochst.","kew-422570","Accepted",TRUE,FALSE,FALSE,2023-06-15
"650","Panicum miliacei","Panicum","","miliacei",NA,NA,"","","kew-429269",TRUE,"1.1","Accepted","Poaceae","Panicum","","miliaceum","","","L.","kew-429269","Accepted",TRUE,FALSE,FALSE,2023-06-15
"651","Polygonum shastense","Polygonum","","shastense",NA,NA,"","","tro-26000900",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","shastense","","","W.H. Brewer","tro-26000900","Accepted",FALSE,FALSE,FALSE,2023-06-15
"652","Euonymus europaei","Euonymus","","europaei",NA,NA,"","","kew-2803293",TRUE,"1.1","Accepted","Celastraceae","Euonymus","","europaeus","","","L.","kew-2803293","Accepted",TRUE,FALSE,FALSE,2023-06-15
"653","Tamus commun","Tamus","","commun",NA,NA,"","","kew-267905",TRUE,"1.1","Synonym","Dioscoreaceae","Dioscorea","","communis","","","(L.) Caddick & Wilkin","kew-239990","Accepted",TRUE,FALSE,FALSE,2023-06-15
"654","Tamus communis","Tamus","","communis",NA,NA,"","","kew-267905",TRUE,"1.1","Synonym","Dioscoreaceae","Dioscorea","","communis","","","(L.) Caddick & Wilkin","kew-239990","Accepted",FALSE,FALSE,FALSE,2023-06-15
