Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
MONOBLASTIACEAE,"Megalotremis sp.",Aptroot,"New or reinstated (Aptroot 1991; Nelsen et al. 2009, 2011)., Molecular: Yes., source: Aptroot 1991; Nelsen et al. 2009, 2011",160940
MONOBLASTIACEAE,"Monoblastia sp.",Riddle,"Changed classification (Nelsen et al. 2009, 2011)., Molecular: No., source: Nelsen et al. 2009, 2011",51867
MONOBLASTIACEAE,"Trypetheliopsis sp.",Asahina,"Changed classification (Kashiwadani et al. 2009; Nelsen et al. 2009, 2011)., Molecular: Yes., source: Kashiwadani et al. 2009; Nelsen et al. 2009, 2011",188332
MYCOPORACEAE,"Mycoporum sp.","Flot. ex Nyl.","Changed classification (Jaklitsch et al. 2016a). Class Dothideomycetes orders incertae sedis, Molecular: No., source: Jaklitsch et al. 2016a",51868
MYCOSPHAERELLACEAE,"Stigmidium sp.",Trevis.,"No change., Molecular: No.",51871
"NOT ASSIGNED","Cameronia sp.",Kantvilas,"New or reinstated (Kantvilas 2012; Lumbsch et al. 2012)., Molecular: Yes., source: Kantvilas 2012; Lumbsch et al. 2012",258350
OCHROLECHIACEAE,"Marfloraea sp.","S.Y. Kondr., Lőkös & Hur","New or reinstated and New synonymy (Kondratyuk et al. 2015c)., Molecular: Yes., source: Kondratyuk et al. 2015c",262750
OCHROLECHIACEAE,"Ochrolechia sp.","A. Massal.","No change., Molecular: Yes.",52079
OCHROLECHIACEAE,"Varicellaria sp.",Nyl.,"No change., Molecular: Yes.",52081
OPEGRAPHACEAE,"Combea sp.","De Not.","Changed classification (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",63857
OPEGRAPHACEAE,"Dictyographa sp.","Müll. Arg.","New or reinstated (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",144624
OPEGRAPHACEAE,"Dolichocarpus sp.","R. Sant.","Changed classification (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",145290
OPEGRAPHACEAE,"Fouragea sp.",Trevis.,"New or reinstated (Frisch et al. 2014a)., Molecular: Yes., source: Frisch et al. 2014a",146339
OPEGRAPHACEAE,"Ingaderia sp.",Darb.,"Changed classification (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",128344
OPEGRAPHACEAE,"Llimonaea sp.","Egea & Torrente","Changed classification (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",124742
OPEGRAPHACEAE,"Nyungwea sp.","Sérus., Eb. Fisch. & Killmann","Changed classification (Frisch et al. 2014a)., Molecular: Yes., source: Frisch et al. 2014a",262157
OPEGRAPHACEAE,"Opegrapha sp.",Ach.,"Changed classification and new synonymy (Archer 2004; Ertz & Tehler 2011)., Molecular: Yes., source: Archer 2004; Ertz & Tehler 2011",52176
OPEGRAPHACEAE,"Paraingaderia sp.","Ertz & Tehler","New or reinstated (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",262158
OPEGRAPHACEAE,"Paraschismatomma sp.","Ertz & Tehler","New or reinstated (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",128346
OPEGRAPHACEAE,"Pentagenella sp.",Darb.,"Changed classification and new synonymy (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",128349
OPEGRAPHACEAE,"Schizopelte sp.","Th. Fr.","Changed classification and new synonymy (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",52188
OPEGRAPHACEAE,"Sclerophyton sp.",Eschw.,"Changed classification (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",52178
OPEGRAPHACEAE,"Sparria sp.","Ertz & Tehler","New or reinstated (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",128357
OPHIOPARMACEAE,"Boreoplaca sp.",Timdal,"Changed classification (Bendiksby &Timdal 2013; Miądlikowska et al. 2014)., Molecular: Yes., source: Bendiksby &Timdal 2013; Miądlikowska et al. 2014",257846
OPHIOPARMACEAE,"Hypocenomyce sp.","M. Choisy","Changed classification (Bendiksby & Timdal 2013; Miądlikowska et al. 2014)., Molecular: Yes., source: Bendiksby & Timdal 2013; Miądlikowska et al. 2014",52004
OPHIOPARMACEAE,"Ophioparma sp.",Norman,"Changed classification (Bendiksby & Timdal 2013; Miądlikowska et al. 2014)., Molecular: Yes., source: Bendiksby & Timdal 2013; Miądlikowska et al. 2014",52014
OSTROPALES_FAMILY_INCERTAE_SEDIS,"Amphorothecium sp.","P.M. McCarthy, Kantvilas & Elix","Nochange., Molecular: No.",262531
OSTROPALES_FAMILY_INCERTAE_SEDIS,"Anzina sp.",Scheid.,"Changed classification (Resl et al. 2015)., Molecular: Yes., source: Resl et al. 2015",52133
OSTROPOMYCETIDAE_FAMILY_INCERTAE_SEDIS,"Aspilidea sp.",Hafellner,"No change., Molecular: No.",124675
OSTROPOMYCETIDAE_FAMILY_INCERTAE_SEDIS,"Dictyocatenulata sp.","Finley & E.F. Morris","New or reinstated (Lendemer & Harris 2004; Diederich et al. 2008; An et al. 2012)., Molecular: Yes., source: Lendemer & Harris 2004; Diederich et al. 2008; An et al. 2012",124699
PACHYASCACEAE,"Pachyascus sp.","Poelt & Hertel","No change., Molecular: No.",235691
PANNARIACEAE,"Austrella sp.","P.M. Jørg.","No change., Molecular: Yes.",132957
PANNARIACEAE,"Degelia sp.","Arv. & D.J. Galloway","No change., Molecular: Yes.",52015
PANNARIACEAE,"Degeliella sp.","P.M. Jørg.","No change., Molecular: Yes.",126279
PANNARIACEAE,"Erioderma sp.",Fée,"No change., Molecular: Yes.",52016
PANNARIACEAE,"Fuscoderma sp.","(D.J. Galloway & P.M. Jørg.) P.M. Jørg. & D.J. Galloway","No change., Molecular: Yes.",257863
PANNARIACEAE,"Fuscopannaria sp.","P.M. Jørg.","New synonymy (Ekman et al. 2014)., Molecular: Yes., source: Ekman et al. 2014",52017
PANNARIACEAE,"Gibbosporina sp.","Elvebakk, Hong & P.M. Jørg.","New or reinstated (Elvebakk et al. 2016)., Molecular: Yes., source: Elvebakk et al. 2016",262400
PANNARIACEAE,"Homothecium sp.","A. Massal.","Changed classification (Ekman et al. 2014)., Molecular: No., source: Ekman et al. 2014",149607
PANNARIACEAE,"Hosseusia sp.",Gyeln.,"No change., Molecular: No.",149608
PANNARIACEAE,"Kroswia sp.","P.M. Jørg.","No change., Molecular: Yes.",150393
PANNARIACEAE,"Leciophysma sp.","Th. Fr.","Changed classification (Ekman et al. 2014; Wedin et al. 2009)., Molecular: Yes., source: Ekman et al. 2014; Wedin et al. 2009",51960
PANNARIACEAE,"Leightoniella sp.",Henssen,"Changed classification (Weerakoon et al. 2016)., Molecular: Yes., source: Weerakoon et al. 2016",159159
PANNARIACEAE,"Leioderma sp.",Nyl.,"No change., Molecular: Yes.",52018
PANNARIACEAE,"Lepidocollema sp.",Vain.,"No change., Molecular: Yes.",159238
PANNARIACEAE,"Leptogidium sp.",Nyl.,"New or reinstated (Muggia et al. 2011)., Molecular: Yes., source: Muggia et al. 2011",65845
PANNARIACEAE,"Nebularia sp.","P.M. Jørg.","New or reinstated (Ekman et al. 2014)., Molecular: Yes., source: Ekman et al. 2014",261692
PANNARIACEAE,"Nevesia sp.","P.M. Jørg., L. Lindblom, Wedin & S. Ekman","Newor reinstated (Ekman et al. 2014)., Molecular: Yes., source: Ekman et al. 2014",258074
PANNARIACEAE,"Pannaria sp.","Del. ex Bory","No change., Molecular: Yes.",52020
PANNARIACEAE,"Parmeliella sp.","Müll. Arg.","No change., Molecular: Yes.",52021
PANNARIACEAE,"Pectenia sp.","P.M. Jørg., L. Lindblom, Wedin & S. Ekman","New or reinstated (Ekman et al. 2014)., Molecular: Yes., source: Ekman et al. 2014",258086
PANNARIACEAE,"Physma sp.","A. Massal.","Changed classification (Ekman et al. 2014; Wedin et al. 2009)., Molecular: Yes., source: Ekman et al. 2014; Wedin et al. 2009",51962
PANNARIACEAE,"Protopannaria sp.","(Gyeln.) P. M. Jørg. & S. Ekman","Nochange., Molecular: Yes.",51812
PANNARIACEAE,"Psoroma sp.",Michaux,"New synonymy (Ekman et al. 2014)., Molecular: Yes., source: Ekman et al. 2014",52022
PANNARIACEAE,"Psoromidium sp.",Stirt.,"No change., Molecular: Yes.",126301
PANNARIACEAE,"Ramalodium sp.",Nyl.,"Changed classification (Ekman et al. 2014; Wedin et al. 2009)., Molecular: Yes., source: Ekman et al. 2014; Wedin et al. 2009",178606
PANNARIACEAE,"Siphulastrum sp.","Müll. Arg.","No change., Molecular: Yes.",126304
PANNARIACEAE,"Staurolemma sp.",Körb.,"Changed classification (Ekman et al. 2014; Wedin et al. 2009)., Molecular: Yes., source: Ekman et al. 2014; Wedin et al. 2009",124796
PANNARIACEAE,"Steineropsis sp.","T. Sprib. & Muggia","New or reinstated (Spribille et al. 2010; Spribille & Muggia 2013)., Molecular: Yes., source: Spribille et al. 2010; Spribille & Muggia 2013",127634
PARMELIACEAE,"Ahtiana sp.",Goward,"No change., Molecular: Yes.",52023
PARMELIACEAE,"Alectoria sp.",Ach.,"No change., Molecular: Yes.",51923
PARMELIACEAE,"Allantoparmelia sp.","(Vain.) Essl.","No change., Molecular: Yes.",52024
PARMELIACEAE,"Allocetraria sp.","Kurok. & M.Y. Lai","No change., Molecular: Yes.",52025
PARMELIACEAE,"Anzia sp.",Stizenb.,"No change., Molecular: Yes.",52026
PARMELIACEAE,"Arctocetraria sp.","Kärnefelt & Thell","No change., Molecular: Yes.",52027
PARMELIACEAE,"Arctoparmelia sp.",Hale,"No change., Molecular: Yes.",52028
PARMELIACEAE,"Asahinea sp.","W.L. Culb. & C.F. Culb.","No change., Molecular: Yes.",52029
PARMELIACEAE,"Austroparmelina sp.","A. Crespo, Divakar & Elix","New or reinstated (Crespo et al. 2010b)., Molecular: Yes., source: Crespo et al. 2010b",262362
PARMELIACEAE,"Brodoa sp.",Goward,"No change., Molecular: Yes.",52030
PARMELIACEAE,"Bryocaulon sp.",Kärnefelt,"No change., Molecular: Yes.",52031
PARMELIACEAE,"Bryoria sp.","Brodo & D. Hawksw.","No change., Molecular: Yes.",52032
PARMELIACEAE,"Bulbothrix sp.",Hale,"New synonymy (Kirika et al. 2015)., Molecular: Yes., source: Kirika et al. 2015",52033
PARMELIACEAE,"Canoparmelia sp.","Elix & Hale","No change., Molecular: Yes.",52034
PARMELIACEAE,"Cetraria sp.",Ach.,"New synonymy (Thell et al. 2002, 2009)., Molecular: Yes., source: Thell et al. 2002, 2009",52036
PARMELIACEAE,"Cetrariella sp.","Kärnefelt & Thell","No change., Molecular: Yes.",52037
PARMELIACEAE,"Cetrelia sp.","W.L. Culb. & C.F. Culb.","No change., Molecular: Yes.",52038
PARMELIACEAE,"Cetreliopsis sp.","M.J. Lai","No change., Molecular: Yes.",140487
PARMELIACEAE,"Coelopogon sp.","Brusse & Kärnefelt","No change., Molecular: Yes.",126278
PARMELIACEAE,"Cornicularia sp.","(Schreb.) Ach.","No change., Molecular: Yes.",52039
PARMELIACEAE,"Crespoa sp.","(D. Hawksw.) Lendemer & B.P. Hodk.","New or reinstated (Lendemer & Hodkinson 2012b)., Molecular: Yes., source: Lendemer & Hodkinson 2012b",128397
PARMELIACEAE,"Dactylina sp.",Nyl.,"No change., Molecular: Yes.",52040
PARMELIACEAE,"Davidgallowaya sp.",Aptroot,"No change., Molecular: No.",262364
PARMELIACEAE,"Emodomelanelia sp.","Divakar & A. Crespo","New or reinstated (Crespo et al. 2010a)., Molecular: Yes., source: Crespo et al. 2010a",262365
PARMELIACEAE,"Esslingeriana sp.","Hale & M. J. Lai","No change., Molecular: Yes.",52041
PARMELIACEAE,"Evernia sp.",Ach.,"No change., Molecular: Yes.",52042
PARMELIACEAE,"Everniopsis sp.",Nyl.,"No change., Molecular: Yes.",146100
PARMELIACEAE,"Flavocetraria sp.","Kärnefelt & Thell","No change., Molecular: Yes.",52044
PARMELIACEAE,"Flavoparmelia sp.",Hale,"No change., Molecular: Yes.",52045
PARMELIACEAE,"Flavopunctelia sp.",Hale,"No change., Molecular: Yes.",52046
PARMELIACEAE,"Gowardia sp.","P. Halonen, L. Myllys, S. Velmala, & H. Hyvärinen","Reinstated genus (Myllys et al. 2014)., Molecular: Yes., source: Myllys et al. 2014",256921
PARMELIACEAE,"Himantormia sp.","I.M. Lamb","No change., Molecular: Yes.",126285
PARMELIACEAE,"Hypogymnia sp.","(Nyl.) Nyl.","New synonymy (Miądlikowska et al. 2011)., Molecular: Yes., source: Miądlikowska et al. 2011",52047
PARMELIACEAE,"Hypotrachyna sp.","(Vain.) Hale","New synonymy (Divakar et al. 2013b)., Molecular: Yes., source: Divakar et al. 2013b",52048
PARMELIACEAE,"Imshaugia sp.","F.C. Mey.","No change., Molecular: Yes.",52049
PARMELIACEAE,"Kaernefeltia sp.","Thell & Goward","No change., Molecular: Yes.",52050
PARMELIACEAE,"Letharia sp.","(Th. Fr.) Zahlbr.","No change., Molecular: Yes.",52051
PARMELIACEAE,"Lethariella sp.","(Motyka) Krog","No change., Molecular: Yes.",159951
PARMELIACEAE,"Masonhalea sp.",Kärnefelt,"No change., Molecular: Yes.",52052
PARMELIACEAE,"Melanelia sp.",Essl.,"No change., Molecular: Yes.",52053
PARMELIACEAE,"Melanelixia sp.","O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch","No change., Molecular: Yes.",124746
PARMELIACEAE,"Melanohalea sp.","O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch","New or reinstated (Blanco et al. 2004)., Molecular: Yes., source: Blanco et al. 2004",124747
PARMELIACEAE,"Menegazzia sp.","A. Massal.","No change., Molecular: Yes.",52054
PARMELIACEAE,"Montanelia sp.","Divakar, A. Crespo, Wedin & Essl.","New or reinstated (Divakar et al. 2012)., Molecular: Yes., source: Divakar et al. 2012",128482
PARMELIACEAE,"Myelochroa sp.","(Asahina) Elix & Hale","No change., Molecular: Yes.",52055
PARMELIACEAE,"Nephromopsis sp.","Müll. Arg.","New synonymy (Nelsen et al. 2011b; Randlane & Saag 1998)., Molecular: Yes., source: Nelsen et al. 2011b; Randlane & Saag 1998",127703
PARMELIACEAE,"Nipponoparmelia sp.","(Kurok.) K.H. Moon, Y. Ohmura & Kashiw.","New or reinstated (Crespo et al. 2010a)., Molecular: Yes., source: Crespo et al. 2010a",258076
PARMELIACEAE,"Nodobryoria sp.","Common & Brodo","No change., Molecular: Yes.",52057
PARMELIACEAE,"Notoparmelia sp.","A. Crespo, Ferencová & Divakar","New or reinstated (Ferencova et al. 2014)., Molecular: Yes., source: Ferencova et al. 2014",262374
PARMELIACEAE,"Omphalodium sp.","Meyen & Flot.","No change., Molecular: Yes.",66595
PARMELIACEAE,"Omphalora sp.","T.H. Nash & Hafellner","No change., Molecular: Yes.",51993
PARMELIACEAE,"Oropogon sp.","Th. Fr.","No change., Molecular: Yes.",51811
PARMELIACEAE,"Pannoparmelia sp.","(Mull. Arg.) Darb.","No change., Molecular: Yes.",126293
PARMELIACEAE,"Parmelia sp.",Ach.,"No change., Molecular: Yes.",52059
PARMELIACEAE,"Parmelina sp.",Hale,"No change., Molecular: Yes.",52060
PARMELIACEAE,"Parmelinella sp.","Elix & Hale","No change., Molecular: Yes.",169844
PARMELIACEAE,"Parmeliopsis sp.","(Nyl.) Nyl.","No change., Molecular: Yes.",52062
PARMELIACEAE,"Parmotrema sp.","A. Massal.","New synonymy (Crespo et al. 2010a)., Molecular: Yes., source: Crespo et al. 2010a",52063
PARMELIACEAE,"Parmotremopsis sp.","Elix & Hale","No change., Molecular: No.",52064
PARMELIACEAE,"Platismatia sp.","W.L. Culb. & C.F. Culb.","No change., Molecular: Yes.",52065
PARMELIACEAE,"Pleurosticta sp.",Petr.,"No change., Molecular: Yes.",128152
PARMELIACEAE,"Protoparmelia sp.","M. Choisy","New synonymy (Papong et al. 2011)., Molecular: Yes., source: Papong et al. 2011",51995
PARMELIACEAE,"Protousnea sp.","(Motyka) Krog","No change., Molecular: Yes.",126300
PARMELIACEAE,"Pseudephebe sp.","M. Choisy","No change., Molecular: Yes.",52066
PARMELIACEAE,"Pseudevernia sp.",Zopf,"No change., Molecular: Yes.",52067
PARMELIACEAE,"Pseudoparmelia sp.",Lynge,"No change., Molecular: Yes.",52068
PARMELIACEAE,"Psiloparmelia sp.",Hale,"No change., Molecular: Yes.",176342
PARMELIACEAE,"Punctelia sp.",Krog,"No change., Molecular: Yes.",52069
PARMELIACEAE,"Relicina sp.","(Hale & Kurok.) Hale","New synonymy (Kirika et al. 2017)., Molecular: Yes., source: Kirika et al. 2017",52070
PARMELIACEAE,"Remototrachyna sp.","Divakar & A. Crespo","New or reinstated (Divakar et al. 2010)., Molecular: Yes., source: Divakar et al. 2010",258095
PARMELIACEAE,"Sulcaria sp.",Bystr.,"No change., Molecular: Yes.",51924
PARMELIACEAE,"Tuckermanella sp.",Essl.,"No change., Molecular: Yes.",52078
PARMELIACEAE,"Tuckermanopsis sp.",Gyeln.,"No change., Molecular: Yes.",127680
PARMELIACEAE,"Usnea sp.","Dill. ex Adans.","No change., Molecular: Yes.",52074
PARMELIACEAE,"Usnocetraria sp.","M.J. Lai & J.C. Wei","New or reinstated (Thell et al. 2009, 2012)., Molecular: Yes., source: Thell et al. 2009, 2012",127223
PARMELIACEAE,"Vulpicida sp.","Mattsson & M.J. Lai","No change., Molecular: Yes.",52075
PARMELIACEAE,"Xanthoparmelia sp.","(Vain.) Hale","New synonymy (Amo de Paz 2010a,b)., Molecular: Yes., source: Amo de Paz 2010a,b",52076
PELTIGERACEAE,"Crocodia sp.",Link,"New or reinstated (Galloway & Elix 2013; Moncada et al. 2013)., Molecular: No., source: Galloway & Elix 2013; Moncada et al. 2013",143750
PELTIGERACEAE,"Dendriscosticta sp.","Moncada & Lücking","New or reinstated (Moncada et al. 2013a)., Molecular: Yes., source: Moncada et al. 2013a",256946
PELTIGERACEAE,"Lobaria sp.","(Schreb.) Hoffm.","New synonymy (Cornejo & Scheidegger 2015; Miądlikowska et al. 2014; Moncada et al. 2013a)., Molecular: Yes., source: Cornejo & Scheidegger 2015; Miądlikowska et al. 2014; Moncada et al. 2013a",52203
PELTIGERACEAE,"Lobariella sp.",Yoshim.,"New or reinstated (Moncada et al. 2013a)., Molecular: Yes., source: Moncada et al. 2013a",51808
PELTIGERACEAE,"Lobarina sp.","Nyl. ex Cromb.","New or reinstated (Moncadaet al. 2013a)., Molecular: Yes., source: Moncadaet al. 2013a",160509
PELTIGERACEAE,"Nephroma sp.",Ach.,"No change., Molecular: Yes.",52206
PELTIGERACEAE,"Parmostictina sp.",Nyl.,"New or reinstated (Moncada et al. 2013a)., Molecular: Yes., source: Moncada et al. 2013a",262402
PELTIGERACEAE,"Peltigera sp.",Willd.,"No change., Molecular: Yes.",52209
PELTIGERACEAE,"Podostictina sp.",Clem.,"New or reinstated (Moncada et al. 2013a)., Molecular: Yes., source: Moncada et al. 2013a",174599
PELTIGERACEAE,"Pseudocyphellaria sp.",Vain.,"No change., Molecular: Yes.",52204
PELTIGERACEAE,"Ricasolia sp.","De Not.","New or reinstated and new synonymy (Moncada et al. 2013a)., Molecular: Yes., source: Moncada et al. 2013a",179323
PELTIGERACEAE,"Solorina sp.",Ach.,"No change., Molecular: Yes.",52210
PELTIGERACEAE,"Sticta sp.","(Schreb.) Ach.","No change., Molecular: Yes.",52205
PELTIGERACEAE,"Yarrumia sp.","D.J. Galloway","New or reinstated (Galloway 2015)., Molecular: Yes., source: Galloway 2015",262403
PELTIGERACEAE,"Yoshimuriella sp.","Moncada & Lücking","New or reinstated (Moncada et al. 2013a)., Molecular: Yes., source: Moncada et al. 2013a",262404
PELTIGERALES_FAMILY_INCERTAE_SEDIS,"Erinacellus sp.","T. Sprib., Muggia & Tønsberg","New or reinstated (Spribille et al. 2014)., Molecular: Yes., source: Spribille et al. 2014",256948
PELTULACEAE,"Peltula sp.",Nyl.,"New synonymy (Rauhut 2007)., Molecular: Yes., source: Rauhut 2007",52167
PERTUSARIACEAE,"Loxosporopsis sp.","Brodo, Henssen & Imshaug","No change., Molecular: Yes.",90056
PERTUSARIACEAE,"Pertusaria sp.",DC.,"No change., Molecular: Yes.",52080
PERTUSARIACEAE,"Thamnochrolechia sp.","Aptroot & Sipman","No change., Molecular: Yes.",262535
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Biatoridium sp.","J. Lahm ex Körb.","Changed classification (Reeb et al. 2004)., Molecular: Yes., source: Reeb et al. 2004",124677
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Cheiromycina sp.","B. Sutton","New or reinstated (Aptroot & Schiefelbein 2003; Printzen 2007; Diederich et al. 2008; An et al. 2012)., Molecular: No., source: Aptroot & Schiefelbein 2003; Printzen 2007; Diederich et al. 2008; An et al. 2012",124689
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Cyanoporina sp.",Groenh.,"Changed classification (this paper)., Molecular: No., Notes. No molecular data are available for this little known genus and it therefore has been moved from Dothideomycetes to Pezizomycotinaincertae sedis.",235341
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Frigidopyrenia sp.",Grube,"Changed classification (this paper)., Molecular: No., Notes. No molecular data are available for this little known genus and it therefore has been moved from Dothideomycetes to Pezizomycotinaincertae sedis.",146341
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Magmopsis sp.",Nyl.,"New or reinstated (Grube 2005)., Molecular: No., source: Grube 2005",160714
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Melanophloea sp.","P. James & Vězda","Changed classification (this paper)., Molecular: No., Notes. No molecular data are available for this little known genus and it therefore has been moved from Dothideomycetes to Pezizomycotinaincertae sedis.",127553
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Milospium sp.","D. Hawksw.","New or reinstated (Aptroot & Sipman 2001; Crous et al. 2015)., Molecular: Yes., source: Aptroot & Sipman 2001; Crous et al. 2015",162564
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Oevstedalia sp.","Ertz & Diederich","Changed classification (this paper)., Molecular: No., Notes. No molecular data are available for this little known genus and it therefore has been moved from Dothideomycetes to Pezizomycotinaincertae sedis.",165196
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Psammina sp.","Sacc. & M. Rousseau ex E. Bommer & M. Rousseau","New or reinstated (Earland-Bennett & Hawksworth 2005)., Molecular: No., source: Earland-Bennett & Hawksworth 2005",235784
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Pyrenocollema sp.",Reinke,"Changed classification (Pérez-Ortega et al. 2016)., Molecular: Yes., source: Pérez-Ortega et al. 2016",52225
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Thelenidia sp.",Nyl.,"Changed classification (this paper)., Molecular: No., Notes. No molecular data are available for this little known genus and it therefore has been moved from Dothideomycetes to Pezizomycotina incertae sedis.",186451
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Trizodia sp.",Laukka,"New or reinstated (Stenroos et al. 2010)., Molecular: Yes., source: Stenroos et al. 2010",262091
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Wadeana sp.","Coppins & P. James","Changed classification (this paper)., Molecular: No., Notes. The genus was listed under Ascomycota incertae sedis, but since all lichenized forms are found in subphylum Pezizomycotina, the listing was changed.",128308
PHLYCTIDACEAE,"Phlyctis sp.","(Wallr.) Flot.","No change., Molecular: Yes.",51822
PHLYCTIDACEAE,"Psathyrophlyctis sp.",Brusse,"No change., Molecular: No.",260971
PHYSCIACEAE,"Anaptychia sp.",Körb.,"Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52083
PHYSCIACEAE,"Coscinocladium sp.",Kunze,"Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., Notes. The genus was listed twice in Lumbsch & Huhndorf (2010)., source: Lumbsch & Huhndorf 2010",262328
PHYSCIACEAE,"Culbersonia sp.",Essl.,"Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: No., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",51803
PHYSCIACEAE,"Heterodermia sp.",Trevis.,"Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52092
PHYSCIACEAE,"Hyperphyscia sp.","Müll. Arg.","Changed classification (Gayaet al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gayaet al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52093
PHYSCIACEAE,"Kashiwadia sp.","S.Y. Kondr., Lőkös & Hur","New or reinstated (Kondratyuk et al. 2014c)., Molecular: Yes., source: Kondratyuk et al. 2014c",262329
PHYSCIACEAE,"Leucodermia sp.",Kalb,"New or reinstated (Mongkolsuk et al. 2015)., Molecular: Yes., source: Mongkolsuk et al. 2015",262055
PHYSCIACEAE,"Mischoblastia sp.","A. Massal.","Changed classification (Gayaet al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gayaet al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",162597
PHYSCIACEAE,"Mobergia sp.","H. Mayrhofer & Sheard","Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52094
PHYSCIACEAE,"Oxnerella sp.","S.Y. Kondr., Lőkös & Hur","New or reinstated (Kondratyuk et al. 2014d; Resl et al. 2016)., Molecular: Yes., source: Kondratyuk et al. 2014d; Resl et al. 2016",262330
PHYSCIACEAE,"Phaeophyscia sp.",Moberg,"Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52095
PHYSCIACEAE,"Phaeorrhiza sp.","H. Mayrhofer & Poelt","Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52096
PHYSCIACEAE,"Physcia sp.","(Schreb.) Michaux","Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52097
PHYSCIACEAE,"Physciella sp.",Essl.,"Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52098
PHYSCIACEAE,"Physconia sp.",Poelt,"Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52099
PHYSCIACEAE,"Polyblastidium sp.",Kalb,"New or reinstated (Mongkolsuket al. 2015)., Molecular: Yes., source: Mongkolsuket al. 2015",262060
PHYSCIACEAE,"Rinodina sp.","(Ach.) Gray","Changed classification (Gayaet al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gayaet al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52101
